Pilot-in-Command,Air Seconds,Above Sea Level (Meters),Drone Type,Takeoff Bat %,Takeoff Volts,Landing Bat %,Landing Volts,Max Altitude (Meters),Total Mileage (Kilometers),Difference Volts
Piloto A,799,2560.0,Mavic Pro,100,12.76,42,11.129,80.8,3.1,1.6310000000000002
Piloto A,350,1240.0,Phantom 4,66,15.709,34,14.768,104.3,3.9,0.940999999999999
Piloto D,731,2620.7,Spark,99,12.837,12,10.76,5.3,0.3,2.077
Piloto A,2,284.8,Phantom 4,100,16.994,100,15.867,0.0,0.0,1.126999999999999
Piloto B,1446,907.0,Mavic Air 2,99,13.027,17,11.028,42.0,2.9,1.9989999999999988
Piloto D,1118,1417.1,Mavic Pro,100,12.609,24,11.385,81.7,0.8,1.2240000000000002
Piloto D,666,2590.5,Spark,96,12.678,10,10.672,25.8,0.5,2.0060000000000002
Piloto A,427,2563.0,Spark,99,12.812,49,11.208,52.2,0.3,1.6039999999999992
Piloto D,807,6.5,Matrice 210 RTK V2,69,24.294,8,21.655,300.3,9.1,2.6389999999999993
Piloto A,986,2631.5,Mavic Pro,100,12.827,27,11.074,4.6,0.3,1.7530000000000001
Piloto D,411,2558.2,Matrice 210 RTK V2,99,25.874,72,23.793,57.0,0.4,2.0809999999999995
Piloto D,801,2788.6,Phantom 3 Advanced,97,17.028,18,14.3,44.6,2.7,2.727999999999998
Piloto D,993,2758.7,Mavic Mini,98,8.222,5,6.892,59.8,1.8,1.3299999999999992
Piloto A,736,1039.7,Phantom 4,100,17.143,52,15.065,51.0,0.8,2.078000000000001
Piloto A,686,1323.3,Spark,99,12.626,17,10.773,31.1,0.2,1.8529999999999998
Piloto D,856,2593.3,Phantom 3 Advanced,98,17.085,16,14.456,149.7,8.5,2.6290000000000013
Piloto D,190,405.0,Phantom 3 Advanced,29,14.92,16,14.115,84.8,0.1,0.8049999999999997
Piloto D,102,972.7,Phantom 3 Advanced,25,14.277,14,14.099,5.9,0.4,0.17799999999999905
Piloto D,20,2561.5,Matrice 210 RTK V2,80,24.672,79,24.081,1.0,0.0,0.5910000000000011
Piloto D,584,2580.6,Spark,98,12.688,28,10.962,56.0,0.2,1.7260000000000009
Piloto D,0,0.0,Phantom 3 Advanced,31,14.959,30,14.837,0.0,0.0,0.12199999999999989
Piloto D,989,977.4,Phantom 3 Advanced,98,17.109,11,14.01,70.5,5.8,3.099000000000002
Piloto D,1161,4.9,Mavic Pro,98,12.766,15,10.859,43.6,2.3,1.907
Piloto A,1186,2620.4,Mavic Pro,100,12.954,12,11.025,68.8,0.3,1.9290000000000003
Piloto A,109,2631.9,Mavic Pro,96,12.421,88,11.886,66.2,0.0,0.5350000000000001
Piloto A,201,2620.9,Mavic Pro,100,12.359,86,11.716,9.1,0.1,0.6430000000000007
Piloto A,913,1060.5,Mavic Pro,91,12.016,25,10.967,70.8,0.5,1.0489999999999995
Piloto A,1421,2561.3,Mavic Air 2,99,12.956,15,10.944,31.6,0.4,2.0119999999999987
Piloto A,994,1338.4,Phantom 4,90,16.036,20,14.609,247.0,1.2,1.4270000000000014
Piloto C,681,2631.5,Mavic Pro,100,12.121,51,11.595,25.0,0.3,0.5259999999999998
Piloto A,251,271.2,Phantom 3 Professional,37,14.229,14,13.951,23.4,0.1,0.2779999999999987
Piloto A,1040,2631.7,Mavic Pro,99,12.325,20,11.006,4.2,0.3,1.318999999999999
Piloto A,481,2553.0,Phantom 4,99,17.054,65,15.01,30.9,0.2,2.0439999999999987
Piloto B,0,0.0,Mavic Air 2,99,13.006,99,12.748,0.0,0.0,1.658999999999999
Piloto A,239,1303.0,Mavic Pro,90,12.576,73,11.758,15.9,0.4,0.8180000000000014
Piloto A,788,2322.4,Phantom 3 Advanced,99,17.02,35,14.719,500.7,4.7,2.301
Piloto B,707,2561.3,Spark,100,12.723,6,10.606,65.2,0.5,2.117000000000001
Piloto A,540,2620.7,Spark,78,12.242,10,10.576,65.6,0.7,1.6660000000000004
Piloto A,755,2620.4,Spark,98,12.672,7,10.547,51.9,0.7,2.125
Piloto A,810,235.1,Phantom 4,98,17.038,42,15.05,81.8,4.9,1.9879999999999995
Piloto A,970,2087.9,Phantom 3 Advanced,96,16.834,11,13.756,83.2,9.6,3.0779999999999994
Piloto D,611,2562.5,Spark,99,12.746,21,10.89,61.0,0.3,1.8559999999999999
Piloto B,1123,1053.1,Mavic Air 2,99,12.957,38,11.299,46.3,0.8,1.6580000000000013
Piloto D,452,2088.1,Phantom 3 Advanced,77,14.78,30,14.37,431.4,5.1,0.41000000000000014
Piloto D,209,317.5,Phantom 3 Advanced,73,16.16,57,14.55,32.6,0.4,1.6099999999999994
Piloto A,652,2620.7,Spark,99,12.758,18,10.824,64.0,0.5,1.9339999999999993
Piloto D,597,2557.5,Spark,96,12.53,10,10.789,20.9,0.3,1.7409999999999997
Piloto A,221,423.9,Mavic Pro,100,12.62,86,11.845,51.8,0.4,0.7749999999999986
Piloto D,865,1883.4,Phantom 3 Advanced,100,17.137,12,14.246,313.1,8.7,2.891
Piloto D,752,2553.3,Phantom 3 Advanced,100,17.147,29,14.181,81.4,4.5,2.9659999999999993
Piloto D,880,2698.2,Phantom 3 Advanced,94,16.653,11,14.032,118.2,8.1,2.6209999999999987
Piloto A,1068,2631.5,Mavic Pro,100,12.784,21,10.967,8.5,0.3,1.8170000000000002
Piloto D,448,2664.6,Phantom 3 Advanced,61,15.613,15,14.048,37.7,0.8,1.5649999999999995
Piloto D,993,1067.6,Phantom 3 Advanced,100,17.013,12,14.071,129.7,1.9,2.942000000000002
Piloto D,377,310.3,Phantom 3 Advanced,98,17.099,68,14.998,98.3,1.9,2.101000000000001
Piloto B,1549,290.7,Mavic Air 2,98,12.973,13,10.94,22.2,0.8,2.0330000000000013
Piloto A,27,2594.0,Phantom 3 Advanced,95,16.641,93,14.769,10.6,0.0,1.871999999999998
Piloto D,39,809.3,Phantom 3 Advanced,98,17.107,96,15.374,38.8,0.1,1.7329999999999988
Piloto D,746,1853.6,Phantom 3 Advanced,96,15.274,21,14.186,93.6,7.5,1.0879999999999992
Piloto D,1029,11.0,Matrice 210 RTK V2,99,26.163,43,22.715,130.1,8.7,3.4480000000000004
Piloto D,1058,2568.3,Mavic Pro,95,12.335,10,10.924,35.0,1.6,1.4110000000000014
Piloto D,433,596.6,Phantom 3 Advanced,97,16.985,56,14.969,263.1,4.2,2.016
Piloto A,1250,2516.5,Mavic Air 2,96,12.88,22,10.996,114.2,2.1,1.8840000000000003
Piloto A,10,2629.3,Mavic Pro,99,12.801,98,12.538,0.7,0.0,0.2629999999999999
Piloto A,1108,781.8,Phantom 4,98,17.119,20,14.405,674.1,2.3,2.7140000000000004
Piloto A,816,893.7,Phantom 4,100,17.361,44,14.808,38.3,1.6,2.553000000000001
Piloto A,538,2256.8,Phantom 4,61,14.874,21,14.354,115.7,0.7,0.5200000000000014
Piloto A,1102,1.0,Phantom 3 Advanced,100,17.185,14,14.149,36.0,2.3,3.0359999999999996
Piloto D,866,20.0,Phantom 3 Advanced,96,16.76,20,14.197,103.1,3.3,2.5630000000000024
Piloto A,953,524.3,Phantom 3 Advanced,97,17.062,17,14.177,124.2,7.0,2.8850000000000016
Piloto A,287,2103.0,Spark,55,11.604,21,10.734,195.6,0.2,0.8699999999999992
Piloto A,975,583.4,Phantom 3 Advanced,95,16.918,15,14.142,304.3,7.2,2.776
Piloto A,838,2557.3,Phantom 3 Advanced,97,16.954,17,14.126,65.3,8.0,2.828000000000001
Piloto A,259,29.2,Phantom 3 Advanced,97,16.75,80,15.096,21.4,0.2,1.654
Piloto D,1488,8.6,Matrice 210 RTK V2,99,26.102,16,21.806,130.1,12.9,4.295999999999999
Piloto A,811,2637.3,Mavic Pro,66,11.771,15,10.981,64.6,0.3,0.7900000000000009
Piloto D,749,889.5,Phantom 3 Advanced,100,17.231,32,14.405,87.4,8.7,2.8260000000000023
Piloto D,1032,1068.6,Phantom 3 Advanced,97,17.064,10,14.028,47.7,0.9,3.0359999999999996
Piloto A,587,2620.5,Spark,98,12.569,18,10.79,65.5,0.2,1.7790000000000017
Piloto A,986,2631.3,Mavic Pro,100,12.795,24,10.97,51.9,2.5,1.8249999999999993
Piloto D,63,1.6,Phantom 3 Advanced,91,16.828,89,15.594,5.6,0.1,1.234
Piloto D,896,8.0,Matrice 210 RTK V2,88,25.427,36,22.243,130.1,7.3,3.184000000000001
Piloto A,10,0.0,Mavic Air 2,81,13.006,80,12.748,0.0,0.0,1.658999999999999
Piloto D,528,2.6,Mavic Mini,98,8.213,67,7.492,28.1,0.5,0.7209999999999992
Piloto A,738,2631.7,Mavic Mini,97,8.161,32,7.072,52.3,2.2,1.0889999999999995
Piloto A,812,2631.7,Mavic Pro,100,12.765,42,11.154,68.7,0.7,1.6110000000000007
Piloto D,620,2560.8,Spark,93,12.447,13,10.581,48.3,0.2,1.8659999999999997
Piloto D,872,2593.2,Phantom 3 Advanced,98,17.079,16,14.114,155.5,8.6,2.965
Piloto B,17,2555.7,Spark,98,12.752,96,12.33,3.3,0.0,0.4220000000000006
Piloto A,578,2579.1,Mavic Pro,58,11.501,13,10.817,48.4,0.3,0.6839999999999993
Piloto A,1140,1.0,Phantom 3 Advanced,96,17.094,12,14.069,74.9,2.5,3.0250000000000004
Piloto A,63,2546.8,Mavic Pro,92,12.609,88,12.051,70.6,0.0,0.5579999999999998
Piloto B,1565,293.7,Mavic Air 2,98,12.848,14,10.933,20.9,0.9,1.915000000000001
Piloto A,1307,2558.5,Mavic Air 2,100,12.88,23,11.054,90.3,3.0,1.8260000000000005
Piloto D,365,288.9,Phantom 3 Advanced,100,17.186,73,15.363,31.5,1.3,1.8230000000000004
Piloto D,145,289.0,Spark,38,11.386,20,10.814,37.0,0.1,0.5719999999999992
Piloto D,824,612.5,Phantom 3 Advanced,92,16.803,11,13.953,76.7,7.0,2.8500000000000014
Piloto A,400,2554.5,Mavic Pro,87,12.34,58,11.321,54.1,1.3,1.0190000000000001
Piloto D,205,2088.1,Phantom 3 Advanced,94,16.845,77,14.795,195.4,1.7,2.049999999999999
Piloto A,545,2560.3,Mavic Pro,98,12.15,58,11.11,91.8,1.9,1.040000000000001
Piloto D,435,401.8,Phantom 3 Advanced,100,17.177,64,15.194,277.5,4.0,1.9829999999999988
Piloto B,619,2556.7,Spark,85,12.363,13,10.756,83.1,0.6,1.6069999999999993
Piloto D,666,1297.2,Spark,98,12.689,11,10.731,149.9,0.6,1.9580000000000002
Piloto A,565,2620.4,Spark,96,12.728,23,10.879,10.8,0.2,1.8490000000000002
Piloto D,171,2560.3,M600 Pro,95,13.006,77,12.748,100.7,0.7,1.658999999999999
Piloto A,274,2631.8,Mavic Pro,100,13.02,82,12.197,4.4,0.1,0.8230000000000004
Piloto D,471,2666.4,Phantom 3 Advanced,97,16.809,35,14.225,1.3,0.3,2.5840000000000014
Piloto A,1136,261.4,Phantom 4,96,17.061,19,14.409,9.8,1.3,2.6519999999999992
Piloto A,783,1505.8,Phantom 3 Professional,94,16.427,23,14.052,20.4,0.2,2.375
Piloto A,393,2553.8,Mavic Pro,72,12.18,43,11.321,43.1,0.2,0.859
Piloto A,533,799.4,Phantom 4,54,14.927,17,14.363,41.5,1.8,0.5640000000000001
Piloto C,707,2631.7,Mavic Pro,99,12.209,44,11.201,4.9,0.2,1.0079999999999991
Piloto B,1093,2631.9,Mavic Air 2,95,12.661,28,11.123,67.8,0.6,1.5380000000000003
Piloto D,1009,267.5,Phantom 4,99,17.108,23,14.552,489.0,8.8,2.556000000000001
Piloto A,186,2551.3,Spark,48,11.448,25,10.78,32.1,0.0,0.668000000000001
Piloto D,0,1128.0,Phantom 3 Advanced,44,15.183,44,15.183,0.0,0.0,0.0
Piloto D,561,993.8,Phantom 3 Advanced,63,15.93,17,13.953,145.7,0.8,1.9770000000000003
Piloto D,692,2545.3,Spark,97,12.613,7,10.483,20.6,0.6,2.129999999999999
Piloto B,1197,2636.9,Mavic Air 2,93,12.615,22,11.044,42.2,0.7,1.5709999999999997
Piloto A,507,2620.6,Spark,87,12.314,18,10.787,5.6,0.2,1.5269999999999992
Piloto D,1009,267.5,Phantom 3 Advanced,99,17.108,23,14.552,489.0,8.8,2.556000000000001
Piloto D,0,2561.6,Phantom 3 Advanced,50,15.251,50,15.246,0.0,0.0,0.004999999999999005
Piloto D,584,1068.3,Phantom 3 Advanced,65,15.832,14,14.075,8.3,0.5,1.7570000000000014
Piloto A,274,7.9,Mavic Pro,74,12.014,55,11.058,8.2,0.6,0.9559999999999995
Piloto A,0,0.0,Mavic Pro,99,12.705,99,12.637,0.0,0.0,0.06799999999999962
Piloto B,31,1581.6,Mavic Air 2,100,12.8,99,12.69,2.5,0.0,0.11000000000000121
Piloto D,827,2580.1,Phantom 3 Advanced,98,17.054,12,14.037,84.6,10.2,3.0169999999999977
Piloto D,1011,281.2,Phantom 3 Advanced,92,16.914,11,14.038,120.6,5.2,2.8760000000000012
Piloto B,1221,965.0,Mavic Air 2,88,12.617,19,11.036,29.8,1.0,1.5810000000000013
Piloto D,379,2560.6,M600 Pro,65,13.006,15,12.748,85.8,1.2,1.658999999999999
Piloto A,931,619.5,Phantom 3 Advanced,96,16.989,16,14.077,127.6,5.2,2.912000000000001
Piloto D,16,2561.0,Mavic Mini,29,7.294,28,7.022,1.1,0.2,0.27199999999999935
Piloto A,342,2562.2,Mavic Pro,71,12.121,45,11.253,69.4,1.9,0.8680000000000003
Piloto A,274,2715.5,Mavic Pro,100,12.924,80,11.824,54.4,1.6,1.0999999999999996
Piloto D,361,2665.5,Phantom 3 Advanced,85,16.489,52,14.604,82.2,1.8,1.8850000000000016
Piloto D,917,6.0,Phantom 3 Advanced,92,16.702,11,13.987,21.2,1.9,2.7150000000000016
Piloto D,408,264.0,Phantom 3 Advanced,50,15.426,12,13.928,5.2,0.4,1.4979999999999993
Piloto D,1087,7.7,Matrice 210 RTK V2,99,25.908,33,22.066,130.1,12.2,3.8420000000000023
Piloto A,969,188.0,Phantom 4,96,17.027,23,14.472,117.7,9.8,2.5550000000000015
Piloto D,685,2092.5,Phantom 3 Advanced,94,16.647,27,14.036,97.6,6.8,2.610999999999999
Piloto B,443,2629.6,Mavic Air 2,33,11.266,5,10.736,67.1,1.3,0.5299999999999994
Piloto B,724,2561.2,Spark,100,12.691,4,10.43,4.9,0.1,2.261000000000001
Piloto D,94,1332.9,Spark,33,11.383,19,10.814,1.3,0.0,0.5689999999999991
Piloto D,946,492.0,Phantom 3 Advanced,100,17.195,16,14.138,81.8,9.9,3.0570000000000004
Piloto A,293,2629.9,Phantom 4,100,17.061,78,15.202,65.0,0.2,1.859
Piloto B,240,385.4,Mavic Air 2,98,12.766,85,12.348,7.9,0.1,0.41799999999999926
Piloto D,0,2561.2,Phantom 3 Advanced,96,16.792,96,16.231,0.0,0.0,0.5609999999999999
Piloto A,786,1143.5,Phantom 3 Advanced,100,17.143,28,14.268,78.8,6.9,2.875
Piloto D,478,2450.2,Phantom 3 Advanced,85,16.428,41,14.245,261.8,2.7,2.1830000000000016
Piloto D,882,961.1,Phantom 3 Advanced,98,17.09,18,14.182,500.3,6.5,2.9079999999999995
Piloto D,605,1442.8,Phantom 3 Advanced,78,16.201,23,14.177,153.9,1.7,2.024000000000001
Piloto D,448,5.4,Phantom 3 Advanced,100,17.119,71,15.481,18.6,0.5,1.638
Piloto D,0,0.0,Phantom 4,91,16.696,91,16.617,0.0,0.0,0.07900000000000063
Piloto A,1117,2715.9,Mavic Pro,100,12.697,15,10.926,55.2,5.0,1.770999999999999
Piloto A,309,2620.4,Mavic Pro,46,11.431,20,10.8,64.8,0.9,0.6309999999999985
Piloto A,964,1457.7,Phantom 3 Advanced,96,16.752,9,13.305,73.3,6.6,3.446999999999999
Piloto D,120,2158.8,Phantom 3 Advanced,96,17.014,87,15.286,87.9,0.5,1.7279999999999998
Piloto A,448,259.9,Phantom 4,98,17.263,73,15.464,50.9,1.2,1.7990000000000013
Piloto B,219,887.5,Mavic Air 2,65,11.954,53,11.579,8.6,0.1,0.375
Piloto D,82,2562.4,Phantom 3 Advanced,89,16.644,85,14.944,20.0,0.1,1.6999999999999975
Piloto A,764,166.5,Mavic Pro,76,12.034,23,11.179,65.6,0.3,0.8550000000000004
Piloto B,459,2562.5,Spark,94,12.663,42,11.078,40.8,0.3,1.5850000000000009
Piloto B,665,884.6,Mavic Air 2,99,13.0,66,11.895,27.5,0.3,1.1050000000000004
Piloto A,712,2562.7,Phantom 4,99,17.108,48,15.171,43.4,2.7,1.9370000000000012
Piloto D,936,2180.2,Phantom 3 Advanced,100,16.601,11,14.05,354.4,4.0,2.5509999999999984
Piloto A,682,2631.8,Mavic Pro,99,12.691,49,11.42,6.7,0.2,1.2710000000000008
Piloto D,0,22.2,Phantom 3 Advanced,97,17.043,97,16.955,0.0,0.0,0.08800000000000097
Piloto D,582,2620.3,Spark,99,12.814,20,10.861,6.3,0.3,1.9529999999999994
Piloto D,941,6.0,Phantom 3 Advanced,95,16.915,15,14.176,14.3,0.7,2.738999999999999
Piloto A,685,2620.8,Spark,97,12.575,8,10.598,53.9,0.7,1.9769999999999985
Piloto D,974,2.4,Phantom 3 Advanced,97,16.963,12,14.093,180.5,7.2,2.870000000000001
Piloto D,324,259.1,Spark,96,12.674,61,11.501,16.8,0.1,1.173
Piloto D,708,2866.9,Spark,98,12.681,14,10.649,37.1,0.5,2.032
Piloto D,900,1068.8,Phantom 3 Advanced,97,16.993,10,13.897,29.2,1.1,3.0959999999999983
Piloto D,0,1.6,Phantom 4,38,15.164,38,15.138,0.0,0.0,0.0259999999999998
Piloto B,1112,2577.5,Phantom 4,100,17.172,11,14.239,40.7,2.9,2.933
Piloto D,839,2562.7,Phantom 3 Advanced,95,16.767,17,14.097,24.8,0.6,2.67
Piloto A,67,1438.4,Phantom 4,100,17.334,96,16.313,2.1,0.0,1.0210000000000008
Piloto B,38,2629.7,Phantom 3 Professional,94,16.574,92,13.549,15.0,0.0,3.025000000000002
Piloto D,1119,2251.2,Mavic Pro,100,11.952,9,10.988,334.1,1.3,0.9640000000000004
Piloto A,0,32.0,Phantom 3 Advanced,69,15.943,69,15.905,0.0,0.0,0.038000000000000256
Piloto A,0,2631.4,Mavic Pro,99,12.63,99,12.734,0.0,0.0,-0.1039999999999992
Piloto A,115,2553.0,Phantom 4,80,16.313,72,15.238,6.9,0.1,1.0749999999999993
Piloto A,12,0.0,Phantom 4,95,16.377,94,15.732,0.0,0.0,0.6449999999999996
Piloto B,1428,1995.6,Mavic Air 2,99,12.842,16,10.996,3.2,0.8,1.846
Piloto A,756,892.0,Mavic Air 2,96,13.006,55,12.748,131.7,1.3,1.658999999999999
Piloto D,895,6.0,Phantom 3 Advanced,94,16.962,21,14.35,107.5,2.9,2.612
Piloto D,471,1829.1,Phantom 3 Advanced,97,16.96,50,14.442,4.8,0.3,2.5180000000000007
Piloto B,456,2560.9,Spark,67,11.863,9,10.65,51.8,0.3,1.2129999999999992
Piloto B,1344,1768.6,Mavic Air 2,96,12.741,15,10.975,122.2,2.3,1.766
Piloto D,0,2562.4,Phantom 3 Advanced,95,16.719,95,16.703,0.0,0.0,0.01600000000000179
Piloto D,663,2554.4,Spark,93,12.448,8,10.56,31.5,0.5,1.888
Piloto A,29,1486.3,Phantom 4,92,17.038,89,16.205,19.9,0.1,0.833000000000002
Piloto A,599,2543.6,Spark,99,12.644,9,10.83,78.5,0.9,1.814
Piloto D,866,1948.3,Phantom 3 Advanced,97,17.039,20,14.158,70.1,5.2,2.881000000000002
Piloto D,372,1705.7,Phantom 3 Advanced,100,17.196,71,15.068,91.3,1.4,2.128000000000002
Piloto D,902,515.9,Phantom 3 Advanced,95,17.035,13,14.057,241.8,5.1,2.9779999999999998
Piloto B,1182,1654.5,Mavic Air 2,99,12.962,31,11.216,40.8,1.2,1.7460000000000004
Piloto D,0,4.7,Phantom 3 Advanced,95,16.823,95,16.819,0.0,0.0,0.004000000000001336
Piloto B,464,2558.2,Mini 2,93,13.006,61,12.748,40.8,0.5,1.658999999999999
Piloto D,0,1128.1,Phantom 3 Advanced,43,15.187,43,15.187,0.0,0.0,0.0
Piloto D,1062,21.2,Phantom 3 Advanced,100,17.109,13,14.092,84.0,2.4,3.0170000000000012
Piloto A,1024,2291.6,Phantom 4,99,17.02,8,14.397,93.3,9.4,2.6229999999999993
Piloto A,313,1064.0,Phantom 4,99,17.04,76,15.375,14.0,0.3,1.6649999999999991
Piloto B,0,888.0,Mavic Air 2,100,13.006,100,12.748,0.0,0.0,1.658999999999999
Piloto A,719,2594.7,Spark,95,12.717,13,10.67,70.2,1.1,2.0470000000000006
Piloto D,4,4.0,Phantom 3 Advanced,94,16.938,94,16.282,0.1,0.0,0.6559999999999988
Piloto D,962,316.0,Phantom 3 Advanced,97,17.076,12,14.065,44.3,0.8,3.011000000000001
Piloto A,19,614.0,Mavic Pro,20,10.963,19,10.955,1.5,0.0,0.007999999999999119
Piloto D,846,350.4,Phantom 3 Advanced,97,17.012,12,13.929,196.4,9.9,3.083
Piloto A,1334,2560.8,Mavic Air 2,94,13.006,13,12.748,48.2,0.8,1.658999999999999
Piloto A,0,6.0,Mavic Pro,100,12.559,100,12.707,0.0,0.0,-0.14800000000000146
Piloto A,635,2544.8,Mavic Pro,100,12.827,55,11.309,25.2,0.4,1.5180000000000007
Piloto A,0,2321.9,Phantom 3 Advanced,80,16.243,80,16.162,0.0,0.0,0.08099999999999952
Piloto B,10,0.0,Phantom 3 Advanced,92,16.643,92,16.538,0.0,0.0,0.10500000000000043
Piloto A,537,4.0,Phantom 4,76,16.115,37,14.583,140.9,2.9,1.5319999999999983
Piloto D,938,1.0,Phantom 3 Advanced,96,17.017,18,14.292,99.7,4.8,2.7249999999999996
Piloto A,755,1438.6,Mavic Air 2,100,12.981,60,11.73,124.5,1.3,1.2509999999999994
Piloto D,900,2556.1,Phantom 3 Advanced,96,16.898,18,14.007,74.3,4.9,2.891
Piloto B,1453,2631.7,Mavic Air 2,100,13.006,15,10.887,65.8,2.5,2.1189999999999998
Piloto A,996,2631.7,Mavic Pro,100,12.689,25,10.942,51.8,2.2,1.7469999999999999
Piloto B,1047,285.4,Mavic Air 2,98,13.01,41,11.345,25.0,0.7,1.6649999999999991
Piloto C,489,2547.0,Mavic Pro,53,11.612,15,10.984,69.0,0.3,0.6280000000000001
Piloto A,508,696.1,Phantom 4,100,17.226,62,15.238,92.8,0.9,1.9879999999999995
Piloto A,305,2631.7,Mavic Pro,36,10.989,10,10.761,40.1,0.1,0.22800000000000153
Piloto A,846,2562.7,Phantom 4,100,17.2,32,14.915,18.0,0.2,2.285
Piloto B,1332,2632.3,Mavic Air 2,97,12.545,12,10.901,50.3,2.4,1.6440000000000001
Piloto A,968,1713.0,Phantom 3 Advanced,97,16.982,14,14.065,221.6,9.6,2.917
Piloto A,391,1303.7,Mavic Pro,45,11.529,18,11.069,162.9,0.1,0.4599999999999991
Piloto D,0,0.0,Spark,86,12.482,86,12.485,0.0,0.0,-0.0030000000000001137
Piloto A,410,1820.3,Phantom 3 Advanced,68,15.745,30,14.429,180.0,2.5,1.315999999999999
Piloto B,1461,2631.8,Mavic Air 2,100,13.006,15,12.748,51.9,1.4,1.658999999999999
Piloto A,828,2544.6,Phantom 4,74,15.983,9,14.583,48.2,0.2,1.4000000000000004
Piloto A,203,2620.8,Mavic Pro,81,11.827,66,11.503,5.9,0.1,0.32399999999999984
Piloto A,770,2632.3,Mavic Pro,78,12.172,19,10.916,57.0,2.2,1.2560000000000002
Piloto A,724,2620.2,Spark,98,12.608,12,10.567,67.0,0.8,2.0410000000000004
Piloto A,774,2547.8,Phantom 3 Advanced,98,16.772,29,14.096,59.9,1.5,2.6759999999999984
Piloto A,664,2620.6,Spark,98,12.48,12,10.753,62.9,1.0,1.7270000000000003
Piloto A,623,2561.8,Mavic Pro,59,11.566,11,10.826,79.7,0.4,0.7400000000000002
Piloto A,350,2553.0,Phantom 4,42,15.117,17,14.283,13.8,0.4,0.8340000000000014
Piloto D,1053,2631.8,Phantom 3 Advanced,99,17.013,17,14.583,50.2,2.2,2.4300000000000015
Piloto A,103,3151.8,Spark,98,12.781,86,11.839,5.3,0.0,0.9420000000000002
Piloto D,1342,2632.6,Mavic Air 2,96,12.862,14,10.959,54.9,1.5,1.9030000000000005
Piloto D,1303,6.4,Matrice 210 RTK V2,98,25.982,9,21.589,130.2,14.7,4.393000000000001
Piloto D,54,2561.4,Phantom 3 Advanced,57,15.44,54,13.405,36.8,0.0,2.035
Piloto D,672,348.5,Phantom 3 Advanced,76,16.294,13,14.084,102.2,4.0,2.210000000000001
Piloto B,1330,2556.0,Mavic Air 2,100,12.778,21,11.013,80.4,3.7,1.7650000000000006
Piloto D,960,6.0,Phantom 3 Advanced,94,16.889,13,14.124,45.3,0.7,2.764999999999999
Piloto A,17,2550.0,Mavic Mini,91,8.111,90,7.719,2.0,0.0,0.39200000000000035
Piloto A,19,2633.3,Mavic Pro,46,11.059,44,11.05,2.5,0.0,0.008999999999998565
Piloto D,577,2582.9,Spark,99,12.722,26,10.86,29.7,0.2,1.862
Piloto A,660,2620.3,Spark,98,12.723,12,10.584,20.5,0.3,2.139000000000001
Piloto A,478,2631.9,Mavic Pro,100,12.862,66,11.66,66.5,0.4,1.202
Piloto A,528,2542.2,Mavic Pro,64,11.638,27,11.037,61.5,0.2,0.6009999999999991
Piloto C,34,2631.8,Mavic Pro,100,12.867,99,12.287,44.1,0.0,0.5800000000000001
Piloto D,16,2566.6,Spark,98,12.692,96,12.059,2.8,0.0,0.6330000000000009
Piloto B,631,2555.7,Spark,94,12.653,17,10.791,75.8,0.4,1.862
Piloto D,27,9.1,Matrice 210 RTK V2,99,26.084,97,25.563,22.2,0.0,0.5210000000000008
Piloto A,708,78.4,Mavic Pro,67,11.779,19,10.946,63.3,0.5,0.8330000000000002
Piloto D,736,2619.4,Spark,97,12.552,6,10.514,8.2,0.3,2.0380000000000003
Piloto A,573,2620.4,Spark,83,12.352,11,10.702,66.9,0.5,1.6500000000000004
Piloto D,586,10.3,Phantom 3 Advanced,74,16.158,23,14.197,29.5,3.7,1.961000000000002
Piloto B,1238,1151.9,Mavic Air 2,100,12.995,29,11.188,58.9,1.2,1.8069999999999986
Piloto A,447,2620.4,Spark,97,12.59,34,10.999,13.5,0.2,1.5909999999999993
Piloto A,690,2562.9,Spark,96,12.408,12,10.676,17.1,0.2,1.7319999999999993
Piloto A,200,1120.7,Mavic Pro,91,12.485,77,11.801,100.8,0.0,0.6839999999999993
Piloto D,822,1068.4,Phantom 3 Advanced,95,16.958,13,14.116,172.5,5.9,2.8419999999999987
Piloto B,450,2936.8,Mavic Air 2,97,12.755,71,11.869,20.2,0.2,0.886000000000001
Piloto D,861,2594.3,Phantom 3 Advanced,97,16.965,22,14.085,145.2,3.2,2.879999999999999
Piloto B,289,2555.4,Mavic Air 2,76,12.019,59,11.506,69.9,0.1,0.5129999999999999
Piloto D,0,0.0,Mavic Mini,89,8.129,89,8.121,0.0,0.0,0.007999999999999119
Piloto D,208,2561.7,Spark,51,11.556,22,10.804,30.5,0.1,0.7519999999999989
Piloto A,190,2782.8,Phantom 4,42,14.451,26,14.371,131.5,0.2,0.08000000000000007
Piloto B,1056,2578.2,Phantom 4,96,16.833,10,14.397,99.4,2.4,2.435999999999998
Piloto A,372,7.9,Mavic Pro,52,11.451,24,10.617,14.8,0.5,0.8339999999999996
Piloto D,957,1066.9,Phantom 3 Advanced,100,17.178,10,14.044,156.4,3.0,3.1340000000000003
Piloto D,1129,1330.7,Phantom 4,99,17.135,19,14.579,500.5,6.7,2.556000000000001
Piloto B,717,2554.1,Spark,98,12.663,9,10.692,104.2,0.7,1.971
